UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
966,동원장수촌,사하구,35.10194,128.97113,동원장수촌,동원장수촌,,사하구 동매로 117 건우리안 상가 B 201호,,051-202-4100,,"평일: 11:20-15:00 / 16:30-21:20
주말: 11:20-21:20","녹두한방백숙, 능이백숙
",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_thumbL,"도자기 장인이 빚어낸 둥그런 뚝배기에 음식을 담아내는 보양음식전문점으로,
모임 등의 장소로도 인기 있는 곳. 녹두한방백숙이 특히 인기 있는 메뉴로
황기, 구기자, 감초 등의 한약재와 녹두오리를 오래 삶아 보약 같은 국물과 부드러운 고기가 특징이다.
"
969,포항가자미물회국수말이전문점,사상구,35.169525,128.98228,포항가자미물회국수말이전문점,포항가자미물회국수말이전문점,,"부산광역시 사상구 사상로 275-1
",,051-303-6640,,"화-금 : 11:30-20:00
(15:00-17:00 브레이크 타임)
(19:30 라스트 오더)","여름물회, 겨울물회
",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_thumbL,"소박한 느낌의 동네식당으로, 시원한 물회에 국수를 말아먹는 것으로 유명한 물회전문점이다. 갖은 양념에 무쳐진 회와 물회 육수가 따로 제공되며, 여름에는 신선한 토마토에 싸먹고 겨울에는 김에 싸먹는 것으로 유명한 곳이다.

"
974,괘법쭈꾸미전문점,사상구,35.163906,128.98459,괘법쭈꾸미전문점,괘법쭈꾸미전문점,,부산 사상구 광장로81번길 33,,051-323-1383,,11:30-23:00,웰빙쭈꾸미,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_thumbL,"2007년 괘법동에서 시작한 이 지역의 대표적인 쭈꾸미요리전문점으로, 직접 만든 비법소스를 사용하여 매우면서도, 자꾸 먹게 되는 맛이 특징이다. 대표메뉴는 웰빙쭈꾸미이며, 단일메뉴로 꾸준한 맛을 유지 하고 있는 것이 오랜 인기의 비결이다.

"
1065,삼진어묵 본점,영도구,35.092953,129.04279,삼진어묵 본점,삼진어묵 본점,부산광역시 품질인증 문화체험장,부산시 영도구 태종로99번길 36 ,,051-715-5865,https://www.samjinfood.com/, 09:00~19:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20210415134915004_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210415134915004_thumbL,"삼진어묵은 1953년부터 3대 째 가억을 잇고있는 대한민국 대표 어묵 브랜드입니다.
"
1094,명지첫집 국제신도시본점,강서구,35.095818,128.92444,명지첫집,명지첫집 국제신도시본점,,강서구 명지국제6로232번길 18,,0507-1348-9599,https://myungjifirst.modoo.at/,"11:00-21:00
(15:00-17:00 브레이크 타임)
(20:30 라스트 오더)","쭈꾸미보쌈, 보쌈정식 점심특선 2인",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_thumbL,"기분이 좋아지는 푸짐한 한상차림의 보쌈정식과 쭈꾸미보쌈이 대표메뉴로
명지를 상징하는 식재료인 소금과 대파를 활용한 젓갈과 대파김치를 보쌈요리에 곁들였다. 

"
1099,명품외식 육면정,남구,35.148415,129.09482,명품외식 육면정,명품외식 육면정,,남구 황령대로 329,,051-623-6667,,"11:30-21:50
(20:50 라스트 오더)
","생진갈비살150g, 양념갈비300g, 갈비살양념구이250g",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_thumbL,"다양한 연회석과 어린이 시설, 넓은 주차장을 가지고 있는 큰 규모의 구이전문식당으로 질 좋은 소고기와 신선한 야채들을 제공하고, 최고등급의 위생수준을 인증 받았다. 단체모임이나 가족외식하기 좋은 곳 이다. 
"
1104,평산옥,동구,35.114292,129.0371,평산옥,평산옥,,동구 초량중로 26,,051-468-6255,,am 10:00 ~ pm 20:00,"수육, 국수, 열무국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_thumbL,"4대에 걸쳐 운영하고 있는 100년 전통의 돼지수육전문식당으로 돼지수육과 수육 삶은 육수에 말은 국수가 유명하다. 국내산 신선한 고기로 만드는 육수는 맑은 국물 색과 담백하지만 진한 맛을 낸다. 100년을 이어온 자부심에 어울리는 맛이다.
"
1106,공감식당,부산진구,35.16551,129.03838,공감식당,공감식당,,부산진구 동평로 81,,051-891-2041,,"월-금 : 17:00-22:00
(21:30 라스트 오더)
토-일 : 11:30-22:00
(15:00-17:00 브레이크 타임)
(21:30 라스트 오더)","선별숙성삼겹살130g, 선별숙성목살130g",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_thumbL,"보리를 사료로 키운 돼지를 전문가가 직접 선별, 숙성하여 전문교육을 받은 직원들이 직접 구워주는 구이전문점으로, 삼겹살과 구워먹는 치즈가 이 곳의 인기메뉴이다. 다양한 사이드 메뉴도 준비되어 있다.
"
1107,다옴 서면 삼정타워점,부산진구,35.152874,129.05957,다옴 서면 삼정타워점,다옴 서면 삼정타워점,,"부산진구 중앙대로 672, 삼정타워 5층",,0507-1370-3778,https://www.instagram.com/daom2016/,매일 11:00~22:00,"차돌박이비빔국수, 칼국수, 비빔밥 ",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_thumbL,"가볍게 즐길 수 있는 한식메뉴를 선보이는 식당으로 남해안멸치로 만드는 육수와 과일을 첨가하여 만든 숙성양념 등 음식준비에 많은 정성을 들인다. 차돌박이가 토핑 된 비빔국수와 비빔밥이 대표메뉴이다.
"
1108,당감밀면,부산진구,35.162247,129.03975,당감밀면,당감밀면,,부산진구 당감로 5 삼익아파트상가 B동 1층,,051-896-0177,,"am 11:00 ~ pm 20:00
19:30 (라스트오더) ","밀면, 비빔밀면, 손만두4개/8개, 손칼국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_thumbL,"지역민들이 추천하는 밀면전문점으로 육수와 면·양념에 이르기까지 모든 재료를 주방장의 독자적인 비법으로 만들어 특징적인 밀면의 맛을 자랑한다. 직접 만드는 손만두도 담백한 맛으로 인기 있다.
"
1117,양평칼국수 본점,사하구,35.048454,128.967,양평칼국수 본점,양평칼국수 본점,,사하구 다대로 680-1,,051-265-0907,https://www.instagram.com/yyang.p.yyung_/?utm_medium=copy_link,"월-금 : 11:00-20:00 
(15:30~17:00 브레이크타임)
(19:30 라스트오더)
토 : 11:00-15:30
(15:00 라스트오더) ","양평칼국수, 비빔칼국수, 멸치칼국수, 고기만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_thumbL,"다대포 해수욕장 인근의 식당으로 20년 경력의 칼국수 장인인 주인이 직접 반죽한 숙성면에 국산 배추로 매일 매일 담는 김치가 매력을 더한다. 여름에만 맛 볼 수 있는 냉칼국수, 냉콩칼국수 등의 한정메뉴들도 무척 인기 있다.
"
1118,영진돼지국밥 본점,사하구,35.09664,128.95784,영진돼지국밥 본점,영진돼지국밥 본점,,사하구 하신번영로157번길 39,,051-206-3820,,09:30-15:00 / 17:00-21:30,"수육백반 ￦12,000
돼지국밥 ￦9,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417165519984_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417165519984_thumbL,"유명한 돼지국밥 전문점 중 한 곳으로, 항상 많은 사람들이 찾아오는 곳이다. 돼지 특유의 냄새를 제거하여 깔끔하고 담백한 맛을 자랑하며 수육과 두부, 볶음김치가  함께 나오는 수육백반이 무척 인기 있다.
"
1132,동원숯불갈비,연제구,35.188595,129.09715,동원숯불갈비,동원숯불갈비,,연제구 과정로276번길 9,,051-864-2379,,"11:00-22:00
(15:00~17:00 브레이크타임)
(21:00 라스트 오더)

*월요일 격주로 운영",돼지갈비230g,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_thumbL,"한적한 골목길에 숨겨져 있는 이 돼지갈비전문점은 38년간 숯불돼지갈비 한 메뉴로 이 장소를 지켜온 식당이다. 쉽게 찾기 힘든 위치에 있지만 친근하고 꾸준한 맛으로 많은 단골고객들이 찾아오는 곳.
"
1133,도날드,영도구,35.085815,129.04295,도날드즉석떡볶이,도날드즉석떡볶이,,영도구 꿈나무길 267(1층),,051-413-9990,,"월-토 : 11:00-19:30
(19:00 라스트 오더)","2인 Set ￦10,400
3인 Set ￦14,100",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141930357_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141930357_thumbL,"지역민들에게 추억의 장소인 이곳은 35년간 운영해온 유명한 즉석떡볶이 전문점으로 해물 육수와 고추장소스를 사용하여 독특한 맛을 자랑한다. 후식으로 판매하는 빵크림을 먹기 위해 찾아오는 사람들도 많다.
"
1136,함흥보쌈사계절냉면,영도구,35.08845,129.04108,함흥보쌈사계절냉면,함흥보쌈사계절냉면,,영도구 남항로 42,,051-416-2342,http://hanheung.mqpon.co.kr/,"월-일 : 10:50-20:00
(15:20-16:00 브레이크 타임)
(19:30 라스트 오더)

*수요일 휴무","모둠보쌈 소/중/대, 함흥냉면, 평양냉면",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_thumbL,"냉면전문점으로 시작하여 50여년을 운영 중인 보쌈전문점으로 싱싱한 고기를 사용하고 부드러운 맛으로 유명하다. 오랜 전통을 자랑하는 냉면도 인기메뉴이며 어떤 메뉴를 주문하든 만족스러운 양이 제공된다.
"
1137,원산면옥,중구,35.098976,129.03105,원산면옥 1953,원산면옥 1953,,중구 광복로 56-8,,051-245-2310,http://wonsannoodle.fordining.kr/,11:00-21:30,"평양냉면 ￦14,000
함흥냉면 ￦14,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110909568_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110909568_thumbL,"60여 년의 전통을 가진 냉면전문점으로 3대째 운영하고 있는 무척 유명한 곳이다.
한우와 국내산 생돼지고기, 생닭을 사용하고 10여 가지 재료가 들어간 육수로 만든 냉면은 변하지 않는 맛을 자랑한다.
"
1138,개미집신도시점,해운대구,35.167637,129.17154,개미집신도시점,개미집신도시점,,해운대구 좌동로 10번길 51-5,,051-744-6446,,10:00-22:00,"낙지볶음, 곱창전골",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_thumbL,"부산의 대표적인 낙지요리전문점인 개미집의 분점으로, 본점에 뒤쳐지지 않는 맛을 선보이고 있다. 본점과 같이 낙지볶음, 낙지새우볶음, 낙지곱창볶음 등의 요리들이 모두 인기 있으며, 불고기낙지버섯전골과 곱창전골을 찾는 손님도 많다.
"
1219,오리한상 명지본점,강서구,35.097855,128.92471,오리한상 명지본점,오리한상 명지본점,,"명지국제9로 66, 지봉빌딩 2층",,0507-1486-0417,https://www.instagram.com/ori_hansang/,"월-금 : 11:30-22:00
(15:00-17:00 브레이크 타임)
(21:00 라스트 오더)
토-일 : 11:30-22:00
(21:00 라스트 오더)","오리소금구이, 오리양념구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_thumbL,"청둥오리를 사용한 소금구이와 급속 냉동된 오리를 아주 얇게 슬라이스한 불고기가 모두 인기있는 이곳은, 커다란 창을 활용한 깔끔하고 여유로운 공간과 함께 개별룸도 운영하고 있어 가족외식하기에도 좋은 곳이다.
"
1221,만포밀면옥,기장군,35.245934,129.21597,만포밀면옥,만포밀면옥,,기장읍 차성로 322번길 40,,0507-1350-7516,,"11:00-20:30
(20:00 라스트 오더)","물밀면, 비빔밀면, 찐만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_thumbL,"매장에 들어서면 진한 육수냄새가 맛을 기대하게 하는 이곳은 가야식 밀면을 만들고 있는 곳으로, 95년 가게를 연 이후 매일 그 날 판매할 밀면을 시식하는 것으로 시작한다고 한다. 변하지 않는 맛은 언제나 기쁘다.
"
1222,맛사랑채,기장군,35.24538,129.2147,맛사랑채,맛사랑채,,기장읍 읍내로 93-6,,051-722-4210,,월-토 : 11:00-21:00,"쌈정식, 고등어조림, 닭도리탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_thumbL,"생선구이가 포함된 12가지의 반찬과 함께 매일 다른 국이 제공되는 이곳의 정식은 집밥 보다 더 집밥 같다는 평을 듣고 있다. 인심 가득한 밥상을 만나기 위해 먼 곳에서 찾아오는 손님들도 많다고 한다.
"
1223,우정까망촌돼지,사하구,35.08081,128.97154,우정까망촌돼지,우정까망촌돼지,,장림번영로 53,,051-261-6021,,12:00 -23:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_thumbL,"구이전문점인 이곳은, 어린 시절 시골에서 먹던 돼지고기의 맛을 재현하기 위해 청정지역에서 키운 돼지를 공수해온다고 한다. 솥뚜껑에 구워먹는 것이 특징인데 맛도 맛이지만, 구워지는 모습이 정말 참기 힘들다.
"
1232,배꼽시계,기장군,35.30255,129.24944,배꼽시계,배꼽시계,,부산광역시 기장군 일광읍 장곡길 63-14,,051-728-6118,,화-일 : 11:30-22:00,"황칠유황오리백숙, 능이유황오리백숙, 오리불고기",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115114884_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115114884_thumbL,"약선 요리를 추구하여 수술 후 환자들도 자주 찾을 만큼 건강한 음식을 만드는 오리요리전문점으로 계절재료를 사용해 장아찌를 담고 2년 이상 숙성시킨 김치를 사용한다. 오리백숙은 시간이 많이 걸리니 2시간 이상 전 예약이 필수다.
"
1236,사랑도횟집,기장군,35.247726,129.21346,사랑도횟집,사랑도횟집,,기장읍 차성로 337-1,,051-722-7001,,"월-토 : 11:30-21:00
(14:00-17:00 브레이크 타임)","자연산회, 앙장구비빔밥, 물회",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131104127_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131104127_thumbL,"매일 좋은 횟감을 선별해서 준비하고, 직접 만든 반찬들로 식탁을 채운다. 음식에 대해 정직하게 운영한다는 이곳은 단골이 많기로 유명한 횟집으로, 가격이 다소 높아 보이지만 음식이 차려지면 오히려 저렴하다는 생각이 들게 한다.
"
1239,부산족발,중구,35.09956,129.02664,부산족발,부산족발,,중구 광복로 13-1,,0507-1412-5359,,10:00-24:00,"족발, 냉채족발",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608133922872_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608133922872_thumbL,"부평동 돼지족발골목에 위치한 족발전문점으로, TV 프로그램으로도 자주 소개되는 유명한 식당이다. 이 지역은 부산의 향토음식인 냉채족발이 탄생한 곳으로도 유명한데, 부산족발도 담백하고 탄력 있는 족발과 냉채족발이 유명하다.
"
1247,남포삼계탕,중구,35.098812,129.03049,남포삼계탕,남포삼계탕,,남포길 16,,051-245-5075,,"월-금 : 11:00-20:50
(15:30-16:30 브레이크 타임)
(20:20 라스트 오더)
토-일 : 11:00-20:50
(20:20 라스트 오더)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141051338_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141051338_thumbL,"광복로패션거리 근처에 있는 이곳은 50년 이상 운영해 온 유명한 삼계탕 전문점으로, 대표메뉴인 삼계탕은 뱃속에 찹쌀과 인삼, 밤, 대추를 채워 넣은 닭 한 마리를 육수에 넣고 뚝배기에 끓는 채로 내어준다. 전기구이도 인기 있다.
"
